ID,group1,group2,batch
HF1227_U133P2,CGGA475,CGGA475,3
HF1487_U133P2,CGGA475,CGGA475,3
X03421899_U133P2,CGGA475,CGGA475,3
X03441740_U133P2,CGGA475,CGGA475,3
X03461078_U133P2,CGGA475,CGGA475,3
X03477889_U133P2,CGGA475,CGGA475,3
X03484270_U133P2,CGGA475,CGGA475,3
X547038_U133P2,CGGA475,CGGA475,3
X548457_U133P2,CGGA475,CGGA475,3
X550239_U133P2,CGGA475,CGGA475,3
X550715_U133P2,CGGA475,CGGA475,3
X554082_U133P2,CGGA475,CGGA475,3
X570013_U133P2,CGGA475,CGGA475,3
E09239_U133P2,CGGA475,CGGA475,3
E09393_U133P2,CGGA475,CGGA475,3
E09408_U133P2,CGGA475,CGGA475,3
E09743_U133P2,CGGA475,CGGA475,3
E09801_U133P2,CGGA475,CGGA475,3
E09826_U133P2,CGGA475,CGGA475,3
E09855_U133P2,CGGA475,CGGA475,3
E09914_U133P2,CGGA475,CGGA475,3
E09920_U133P2_2,CGGA475,CGGA475,3
E09948_U133P2,CGGA475,CGGA475,3
E09959_U133P2,CGGA475,CGGA475,3
E09966_U133P2,CGGA475,CGGA475,3
E10062_U133P2,CGGA475,CGGA475,3
E10105_U133P2,CGGA475,CGGA475,3
E10162_U133P2,CGGA475,CGGA475,3
E10615_U133P2,CGGA475,CGGA475,3
E10645_U133P2,CGGA475,CGGA475,3
HF0017_U133P2,CGGA475,CGGA475,3
HF0087_U133P2,CGGA475,CGGA475,3
HF0089_U133P2,CGGA475,CGGA475,3
HF0108_U133P2,CGGA475,CGGA475,3
HF0152_U133P2,CGGA475,CGGA475,3
HF0244_U133P2,CGGA475,CGGA475,3
HF0435_U133P2,CGGA475,CGGA475,3
HF0702_U133P2,CGGA475,CGGA475,3
HF0850_U133P2,CGGA475,CGGA475,3
HF0954.2_U133P2,CGGA475,CGGA475,3
HF0966_U133P2,CGGA475,CGGA475,3
HF0975_U133P2,CGGA475,CGGA475,3
HF1032_U133P2,CGGA475,CGGA475,3
HF1136_U133P2,CGGA475,CGGA475,3
HF1150_U133P2,CGGA475,CGGA475,3
HF1185_U133P2,CGGA475,CGGA475,3
HF1186_U133P2,CGGA475,CGGA475,3
HF1232_U133P2,CGGA475,CGGA475,3
HF1242_U133P2,CGGA475,CGGA475,3
HF1255_U133P2,CGGA475,CGGA475,3
HF1280_U133P2,CGGA475,CGGA475,3
HF1286_U133P2,CGGA475,CGGA475,3
HF1295_U133P2,CGGA475,CGGA475,3
HF1409_U133P2,CGGA475,CGGA475,3
HF1475_U133P2,CGGA475,CGGA475,3
HF1490_U133P2,CGGA475,CGGA475,3
HF1494_U133P2,CGGA475,CGGA475,3
HF1581_U133P2,CGGA475,CGGA475,3
HF1587_U133P2,CGGA475,CGGA475,3
HF1613_U133P2,CGGA475,CGGA475,3
E09334_U133P2,CGGA475,CGGA475,3
E09394_U133P2,CGGA475,CGGA475,3
E09511_U133P2,CGGA475,CGGA475,3
X03480779_U133P2,CGGA475,CGGA475,3
X508984_U133P2,CGGA475,CGGA475,3
X549279_U133P2,CGGA475,CGGA475,3
E08021_U133P2,CGGA475,CGGA475,3
E09419_U133P2,CGGA475,CGGA475,3
E09448_U133P2,CGGA475,CGGA475,3
E09656_U133P2,CGGA475,CGGA475,3
E09681_U133P2,CGGA475,CGGA475,3
E09893_U133P2,CGGA475,CGGA475,3
E09988_U133P2,CGGA475,CGGA475,3
E10001_U133P2,CGGA475,CGGA475,3
HF0184_U133P2,CGGA475,CGGA475,3
HF0251_U133P2,CGGA475,CGGA475,3
HF0460_U133P2,CGGA475,CGGA475,3
HF0816_U133P2,CGGA475,CGGA475,3
HF0828_U133P2,CGGA475,CGGA475,3
HF1057_U133P2,CGGA475,CGGA475,3
HF1090_U133P2,CGGA475,CGGA475,3
HF1357_U133P2,CGGA475,CGGA475,3
HF1458_U133P2,CGGA475,CGGA475,3
HF1493_U133P2,CGGA475,CGGA475,3
HF1502_U133P2,CGGA475,CGGA475,3
HF1702_U133P2,CGGA475,CGGA475,3
X545226_U133P2,CGGA475,CGGA475,3
X602958_U133P2,CGGA475,CGGA475,3
X607103_U133P2,CGGA475,CGGA475,3
X607216_U133P2,CGGA475,CGGA475,3
X608660_U133P2,CGGA475,CGGA475,3
E09137_U133P2,CGGA475,CGGA475,3
E09137B_U133P2,CGGA475,CGGA475,3
E09138_U133P2,CGGA475,CGGA475,3
E09192_U133P2,CGGA475,CGGA475,3
E09214_U133P2,CGGA475,CGGA475,3
E09233_U133P2,CGGA475,CGGA475,3
E09278_U133P2,CGGA475,CGGA475,3
E09278B_U133P2,CGGA475,CGGA475,3
E09331_U133P2,CGGA475,CGGA475,3
E09369_U133P2,CGGA475,CGGA475,3
E09405_U133P2,CGGA475,CGGA475,3
E09449_U133P2,CGGA475,CGGA475,3
E09451_U133P2,CGGA475,CGGA475,3
E09478_U133P2,CGGA475,CGGA475,3
E09483_U133P2,CGGA475,CGGA475,3
E09489_U133P2,CGGA475,CGGA475,3
E09535_U133P2,CGGA475,CGGA475,3
E09569_U133P2,CGGA475,CGGA475,3
E09601_U133P2,CGGA475,CGGA475,3
E09602_U133P2,CGGA475,CGGA475,3
E09605_U133P2,CGGA475,CGGA475,3
E09606_U133P2,CGGA475,CGGA475,3
E09610_U133P2,CGGA475,CGGA475,3
E09615_U133P2,CGGA475,CGGA475,3
E09622_U133P2,CGGA475,CGGA475,3
E09624_U133P2,CGGA475,CGGA475,3
E09647_U133P2,CGGA475,CGGA475,3
E09649_U133P2,CGGA475,CGGA475,3
E09654_U133P2,CGGA475,CGGA475,3
E09655_U133P2,CGGA475,CGGA475,3
E09680_U133P2,CGGA475,CGGA475,3
E09690_U133P2,CGGA475,CGGA475,3
E09698_U133P2,CGGA475,CGGA475,3
E09722_U133P2,CGGA475,CGGA475,3
E09730_U133P2,CGGA475,CGGA475,3
E09740_U133P2,CGGA475,CGGA475,3
E09742_U133P2,CGGA475,CGGA475,3
E09744_U133P2,CGGA475,CGGA475,3
E09752_U133P2,CGGA475,CGGA475,3
E09756_U133P2,CGGA475,CGGA475,3
E09759_U133P2,CGGA475,CGGA475,3
E09782_U133P2,CGGA475,CGGA475,3
E09786_U133P2,CGGA475,CGGA475,3
E09787_U133P2,CGGA475,CGGA475,3
E09791_U133P2,CGGA475,CGGA475,3
E09800_U133P2,CGGA475,CGGA475,3
E09802_U133P2,CGGA475,CGGA475,3
E09810_U133P2,CGGA475,CGGA475,3
E09825_U133P2,CGGA475,CGGA475,3
E09829_U133P2,CGGA475,CGGA475,3
E09832_U133P2,CGGA475,CGGA475,3
E09833_U133P2,CGGA475,CGGA475,3
E09833B_U133P2,CGGA475,CGGA475,3
E09842_U133P2,CGGA475,CGGA475,3
E09847_U133P2,CGGA475,CGGA475,3
E09857_U133P2,CGGA475,CGGA475,3
E09862_U133P2,CGGA475,CGGA475,3
E09906_U133P2,CGGA475,CGGA475,3
E09907_U133P2,CGGA475,CGGA475,3
E09907B_U133P2,CGGA475,CGGA475,3
E09938_U133P2,CGGA475,CGGA475,3
E09967_U133P2,CGGA475,CGGA475,3
E10002_U133P2,CGGA475,CGGA475,3
E10012_U133P2,CGGA475,CGGA475,3
E10031_U133P2,CGGA475,CGGA475,3
E10144_U133P2,CGGA475,CGGA475,3
E10444_U133P2,CGGA475,CGGA475,3
E10462_U133P2,CGGA475,CGGA475,3
E10488_U133P2,CGGA475,CGGA475,3
HF0024_U133P2,CGGA475,CGGA475,3
HF0031_U133P2,CGGA475,CGGA475,3
HF0050_U133P2,CGGA475,CGGA475,3
HF0066_U133P2,CGGA475,CGGA475,3
HF0138_U133P2,CGGA475,CGGA475,3
HF0142_U133P2,CGGA475,CGGA475,3
HF0180_U133P2,CGGA475,CGGA475,3
HF0212_U133P2,CGGA475,CGGA475,3
HF0300.3_U133P2,CGGA475,CGGA475,3
HF0408_U133P2,CGGA475,CGGA475,3
HF0442.5_U133P2,CGGA475,CGGA475,3
HF0445_U133P2,CGGA475,CGGA475,3
HF0505_U133P2,CGGA475,CGGA475,3
HF0520_U133P2,CGGA475,CGGA475,3
HF0543_U133P2,CGGA475,CGGA475,3
HF0583_U133P2,CGGA475,CGGA475,3
HF0627_U133P2,CGGA475,CGGA475,3
HF0654_U133P2,CGGA475,CGGA475,3
HF0790_U133P2,CGGA475,CGGA475,3
HF0891_U133P2,CGGA475,CGGA475,3
HF0894_U133P2,CGGA475,CGGA475,3
HF0963_U133P2,CGGA475,CGGA475,3
HF0986_U133P2,CGGA475,CGGA475,3
HF0990_U133P2,CGGA475,CGGA475,3
HF0992_U133P2,CGGA475,CGGA475,3
HF0996_U133P2,CGGA475,CGGA475,3
HF1058_U133P2,CGGA475,CGGA475,3
HF1077_U133P2,CGGA475,CGGA475,3
HF1078_U133P2,CGGA475,CGGA475,3
HF1097_U133P2,CGGA475,CGGA475,3
HF1122_U133P2,CGGA475,CGGA475,3
HF1137_U133P2,CGGA475,CGGA475,3
HF1139_U133P2,CGGA475,CGGA475,3
HF1178_U133P2,CGGA475,CGGA475,3
HF1191_U133P2,CGGA475,CGGA475,3
HF1220_U133P2,CGGA475,CGGA475,3
HF1262_U133P2,CGGA475,CGGA475,3
HF1269_U133P2,CGGA475,CGGA475,3
HF1292_U133P2,CGGA475,CGGA475,3
HF1297_U133P2,CGGA475,CGGA475,3
HF1318_U133P2,CGGA475,CGGA475,3
HF1338_U133P2,CGGA475,CGGA475,3
HF1356_U133P2,CGGA475,CGGA475,3
HF1382_U133P2,CGGA475,CGGA475,3
HF1397_U133P2,CGGA475,CGGA475,3
HF1469_U133P2,CGGA475,CGGA475,3
HF1492_U133P2,CGGA475,CGGA475,3
HF1509_U133P2,CGGA475,CGGA475,3
HF1517_U133P2,CGGA475,CGGA475,3
HF1534_U133P2,CGGA475,CGGA475,3
HF1538_U133P2,CGGA475,CGGA475,3
HF1540_U133P2,CGGA475,CGGA475,3
HF1585_U133P2,CGGA475,CGGA475,3
HF1589_U133P2,CGGA475,CGGA475,3
HF1608_U133P2,CGGA475,CGGA475,3
HF1618_U133P2,CGGA475,CGGA475,3
HF1628_U133P2,CGGA475,CGGA475,3
HF1640_U133P2,CGGA475,CGGA475,3
HF1667_U133P2,CGGA475,CGGA475,3
HF1671_U133P2,CGGA475,CGGA475,3
X548092_U133P2,CGGA475,CGGA475,3
E09212_U133P2,CGGA475,CGGA475,3
E09231_U133P2,CGGA475,CGGA475,3
E09515_U133P2,CGGA475,CGGA475,3
E09531_U133P2,CGGA475,CGGA475,3
E09818_U133P2,CGGA475,CGGA475,3
E09819_U133P2,CGGA475,CGGA475,3
E09892_U133P2,CGGA475,CGGA475,3
E09921_U133P2,CGGA475,CGGA475,3
E09997_U133P2,CGGA475,CGGA475,3
E10103_U133P2,CGGA475,CGGA475,3
E10138_U133P2,CGGA475,CGGA475,3
E10182_U133P2,CGGA475,CGGA475,3
E10192_U133P2,CGGA475,CGGA475,3
E10196_U133P2,CGGA475,CGGA475,3
E10216_U133P2,CGGA475,CGGA475,3
E10248_U133P2,CGGA475,CGGA475,3
E10285_U133P2,CGGA475,CGGA475,3
E10286_U133P2,CGGA475,CGGA475,3
E10299_U133P2,CGGA475,CGGA475,3
E10362_U133P2,CGGA475,CGGA475,3
E10482_U133P2,CGGA475,CGGA475,3
E10540_U133P2,CGGA475,CGGA475,3
E10556_U133P2,CGGA475,CGGA475,3
E10710_U133P2,CGGA475,CGGA475,3
X00518392_U133P2,CGGA475,CGGA475,3
X00641238_U133P2,CGGA475,CGGA475,3
X01074569_U133P2,CGGA475,CGGA475,3
X01113810_U133P2,CGGA475,CGGA475,3
X03184579_U133P2,CGGA475,CGGA475,3
X03272709_U133P2,CGGA475,CGGA475,3
X03352571_U133P2,CGGA475,CGGA475,3
X03418160_U133P2,CGGA475,CGGA475,3
X03425149_U133P2,CGGA475,CGGA475,3
X03431712_U133P2,CGGA475,CGGA475,3
X03431774_U133P2,CGGA475,CGGA475,3
X03434766_U133P2,CGGA475,CGGA475,3
X03439543_U133P2,CGGA475,CGGA475,3
X03441358_U133P2,CGGA475,CGGA475,3
X03444255_U133P2,CGGA475,CGGA475,3
X03448110_U133P2,CGGA475,CGGA475,3
X03448110B_U133P2,CGGA475,CGGA475,3
X03451592_U133P2,CGGA475,CGGA475,3
X03461404_U133P2,CGGA475,CGGA475,3
X03463812_U133P2,CGGA475,CGGA475,3
X03466950_U133P2,CGGA475,CGGA475,3
X03468400_U133P2,CGGA475,CGGA475,3
X03473067_U133P2,CGGA475,CGGA475,3
X03473405_U133P2,CGGA475,CGGA475,3
X03474525_U133P2,CGGA475,CGGA475,3
X03479212_U133P2,CGGA475,CGGA475,3
X03484586_U133P2,CGGA475,CGGA475,3
X03486876_U133P2,CGGA475,CGGA475,3
X621233_U133P2,CGGA475,CGGA475,3
X88295267_U133P2,CGGA475,CGGA475,3
X88375506_U133P2,CGGA475,CGGA475,3
E09139_U133P2,CGGA475,CGGA475,3
E09348_U133P2,CGGA475,CGGA475,3
E09430_U133P2,CGGA475,CGGA475,3
E09454_U133P2,CGGA475,CGGA475,3
E09623_U133P2,CGGA475,CGGA475,3
E09670_U133P2,CGGA475,CGGA475,3
E09846_U133P2,CGGA475,CGGA475,3
E09852_U133P2,CGGA475,CGGA475,3
E09917_U133P2_2,CGGA475,CGGA475,3
E09930_U133P2,CGGA475,CGGA475,3
E09951_U133P2,CGGA475,CGGA475,3
E09956_U133P2,CGGA475,CGGA475,3
E10013_U133P2,CGGA475,CGGA475,3
E10016_U133P2,CGGA475,CGGA475,3
E10026_U133P2,CGGA475,CGGA475,3
E10029_U133P2,CGGA475,CGGA475,3
E10041_U133P2,CGGA475,CGGA475,3
E10077_U133P2,CGGA475,CGGA475,3
E10102_U133P2,CGGA475,CGGA475,3
E10110_U133P2,CGGA475,CGGA475,3
E10140_U133P2,CGGA475,CGGA475,3
E10158_U133P2,CGGA475,CGGA475,3
E10172_U133P2,CGGA475,CGGA475,3
E10184_U133P2,CGGA475,CGGA475,3
E10191_U133P2,CGGA475,CGGA475,3
E10193_U133P2,CGGA475,CGGA475,3
E10203_U133P2,CGGA475,CGGA475,3
E10211_U133P2,CGGA475,CGGA475,3
E10226_U133P2,CGGA475,CGGA475,3
E10227_U133P2,CGGA475,CGGA475,3
E10249_U133P2,CGGA475,CGGA475,3
E10250_U133P2,CGGA475,CGGA475,3
E10252_U133P2,CGGA475,CGGA475,3
E10252B_U133P2,CGGA475,CGGA475,3
E10252C_NT_U133P2,CGGA475,CGGA475,3
E10252C_T_U133P2,CGGA475,CGGA475,3
E10258_U133P2,CGGA475,CGGA475,3
E10262_U133P2,CGGA475,CGGA475,3
E10264_U133P2,CGGA475,CGGA475,3
E10267_U133P2,CGGA475,CGGA475,3
E10271_U133P2,CGGA475,CGGA475,3
E10284_U133P2,CGGA475,CGGA475,3
E10290_U133P2,CGGA475,CGGA475,3
E10292_U133P2,CGGA475,CGGA475,3
E10300_U133P2,CGGA475,CGGA475,3
E10305_U133P2,CGGA475,CGGA475,3
E10306_U133P2,CGGA475,CGGA475,3
E10312_U133P2,CGGA475,CGGA475,3
E10313_U133P2,CGGA475,CGGA475,3
E10318_U133P2,CGGA475,CGGA475,3
E10433_U133P2,CGGA475,CGGA475,3
E10514_U133P2,CGGA475,CGGA475,3
E10551_U133P2,CGGA475,CGGA475,3
E10596_U133P2,CGGA475,CGGA475,3
E10662_U133P2,CGGA475,CGGA475,3
E10662B_U133P2,CGGA475,CGGA475,3
E50057_U133P2,CGGA475,CGGA475,3
E50074_U133P2,CGGA475,CGGA475,3
E50091_U133P2,CGGA475,CGGA475,3
E50123_U133P2_2,CGGA475,CGGA475,3
E09262_U133P2,CGGA475,CGGA475,3
E09289_U133P2,CGGA475,CGGA475,3
E09848_U133P2,CGGA475,CGGA475,3
E10690_U133P2,CGGA475,CGGA475,3
HF0088_U133P2,CGGA475,CGGA475,3
HF0120_U133P2,CGGA475,CGGA475,3
HF0131_U133P2,CGGA475,CGGA475,3
HF0137_U133P2,CGGA475,CGGA475,3
HF0151_U133P2,CGGA475,CGGA475,3
HF0163_U133P2,CGGA475,CGGA475,3
HF0171_U133P2,CGGA475,CGGA475,3
HF0178_U133P2,CGGA475,CGGA475,3
HF0211_U133P2,CGGA475,CGGA475,3
HF0232_U133P2,CGGA475,CGGA475,3
HF0295_U133P2,CGGA475,CGGA475,3
HF0303_U133P2,CGGA475,CGGA475,3
HF0377_U133P2,CGGA475,CGGA475,3
HF0383_U133P2,CGGA475,CGGA475,3
HF0467_U133P2,CGGA475,CGGA475,3
HF0512_U133P2,CGGA475,CGGA475,3
HF0523_U133P2,CGGA475,CGGA475,3
HF0526_U133P2,CGGA475,CGGA475,3
HF0533_U133P2,CGGA475,CGGA475,3
HF0593_U133P2,CGGA475,CGGA475,3
HF0616_U133P2,CGGA475,CGGA475,3
X03433293_U133P2,CGGA475,CGGA475,3
X03437691_U133P2,CGGA475,CGGA475,3
X03450728_U133P2_2,CGGA475,CGGA475,3
X03476542_U133P2,CGGA475,CGGA475,3
E09513_U133P2,CGGA475,CGGA475,3
E09645_U133P2,CGGA475,CGGA475,3
E09664_U133P2,CGGA475,CGGA475,3
E09858_U133P2,CGGA475,CGGA475,3
E10072_U133P2,CGGA475,CGGA475,3
E10097_U133P2,CGGA475,CGGA475,3
E10163_U133P2,CGGA475,CGGA475,3
E10278_U133P2,CGGA475,CGGA475,3
E10470_U133P2,CGGA475,CGGA475,3
E10691_U133P2,CGGA475,CGGA475,3
E10512_U133P2,CGGA475,CGGA475,3
GSM96950,GSE4271,GSE4271,4
GSM96951,GSE4271,GSE4271,4
GSM96952,GSE4271,GSE4271,4
GSM96953,GSE4271,GSE4271,4
GSM96954,GSE4271,GSE4271,4
GSM96955,GSE4271,GSE4271,4
GSM96958,GSE4271,GSE4271,4
GSM96959,GSE4271,GSE4271,4
GSM96961,GSE4271,GSE4271,4
GSM96962,GSE4271,GSE4271,4
GSM96963,GSE4271,GSE4271,4
GSM96964,GSE4271,GSE4271,4
GSM96965,GSE4271,GSE4271,4
GSM96966,GSE4271,GSE4271,4
GSM96967,GSE4271,GSE4271,4
GSM96969,GSE4271,GSE4271,4
GSM96970,GSE4271,GSE4271,4
GSM96972,GSE4271,GSE4271,4
GSM96973,GSE4271,GSE4271,4
GSM96974,GSE4271,GSE4271,4
GSM96976,GSE4271,GSE4271,4
GSM96977,GSE4271,GSE4271,4
GSM96978,GSE4271,GSE4271,4
GSM96979,GSE4271,GSE4271,4
GSM96980,GSE4271,GSE4271,4
GSM96981,GSE4271,GSE4271,4
GSM96982,GSE4271,GSE4271,4
GSM96983,GSE4271,GSE4271,4
GSM96984,GSE4271,GSE4271,4
GSM96985,GSE4271,GSE4271,4
GSM96987,GSE4271,GSE4271,4
GSM96988,GSE4271,GSE4271,4
GSM96989,GSE4271,GSE4271,4
GSM96990,GSE4271,GSE4271,4
GSM96991,GSE4271,GSE4271,4
GSM96992,GSE4271,GSE4271,4
GSM96993,GSE4271,GSE4271,4
GSM96994,GSE4271,GSE4271,4
GSM96995,GSE4271,GSE4271,4
GSM96996,GSE4271,GSE4271,4
GSM96997,GSE4271,GSE4271,4
GSM97000,GSE4271,GSE4271,4
GSM97002,GSE4271,GSE4271,4
GSM97004,GSE4271,GSE4271,4
GSM97007,GSE4271,GSE4271,4
GSM97008,GSE4271,GSE4271,4
GSM97009,GSE4271,GSE4271,4
GSM97010,GSE4271,GSE4271,4
GSM97011,GSE4271,GSE4271,4
GSM97012,GSE4271,GSE4271,4
GSM97014,GSE4271,GSE4271,4
GSM97015,GSE4271,GSE4271,4
GSM97016,GSE4271,GSE4271,4
GSM97017,GSE4271,GSE4271,4
GSM97018,GSE4271,GSE4271,4
GSM97019,GSE4271,GSE4271,4
GSM97020,GSE4271,GSE4271,4
GSM97022,GSE4271,GSE4271,4
GSM97023,GSE4271,GSE4271,4
GSM97025,GSE4271,GSE4271,4
GSM97026,GSE4271,GSE4271,4
GSM97027,GSE4271,GSE4271,4
GSM97030,GSE4271,GSE4271,4
GSM97033,GSE4271,GSE4271,4
GSM97034,GSE4271,GSE4271,4
GSM97035,GSE4271,GSE4271,4
GSM97036,GSE4271,GSE4271,4
GSM97037,GSE4271,GSE4271,4
GSM97038,GSE4271,GSE4271,4
GSM97039,GSE4271,GSE4271,4
GSM97040,GSE4271,GSE4271,4
GSM97041,GSE4271,GSE4271,4
GSM97042,GSE4271,GSE4271,4
GSM97045,GSE4271,GSE4271,4
GSM97046,GSE4271,GSE4271,4
GSM97047,GSE4271,GSE4271,4
GSM97048,GSE4271,GSE4271,4
GSM99432,GSE4412,GSE4412,5
GSM99434,GSE4412,GSE4412,5
GSM99436,GSE4412,GSE4412,5
GSM99438,GSE4412,GSE4412,5
GSM99440,GSE4412,GSE4412,5
GSM99442,GSE4412,GSE4412,5
GSM99444,GSE4412,GSE4412,5
GSM99446,GSE4412,GSE4412,5
GSM99448,GSE4412,GSE4412,5
GSM99450,GSE4412,GSE4412,5
GSM99452,GSE4412,GSE4412,5
GSM99454,GSE4412,GSE4412,5
GSM99456,GSE4412,GSE4412,5
GSM99462,GSE4412,GSE4412,5
GSM99464,GSE4412,GSE4412,5
GSM99466,GSE4412,GSE4412,5
GSM99470,GSE4412,GSE4412,5
GSM99472,GSE4412,GSE4412,5
GSM99474,GSE4412,GSE4412,5
GSM99476,GSE4412,GSE4412,5
GSM99478,GSE4412,GSE4412,5
GSM99480,GSE4412,GSE4412,5
GSM99482,GSE4412,GSE4412,5
GSM99484,GSE4412,GSE4412,5
GSM99486,GSE4412,GSE4412,5
GSM99488,GSE4412,GSE4412,5
GSM99490,GSE4412,GSE4412,5
GSM99492,GSE4412,GSE4412,5
GSM99494,GSE4412,GSE4412,5
GSM99524,GSE4412,GSE4412,5
GSM99526,GSE4412,GSE4412,5
GSM99528,GSE4412,GSE4412,5
GSM99530,GSE4412,GSE4412,5
GSM99532,GSE4412,GSE4412,5
GSM99534,GSE4412,GSE4412,5
GSM99536,GSE4412,GSE4412,5
GSM99538,GSE4412,GSE4412,5
GSM99540,GSE4412,GSE4412,5
GSM99542,GSE4412,GSE4412,5
GSM99544,GSE4412,GSE4412,5
GSM99546,GSE4412,GSE4412,5
GSM99548,GSE4412,GSE4412,5
GSM99550,GSE4412,GSE4412,5
GSM99552,GSE4412,GSE4412,5
GSM99554,GSE4412,GSE4412,5
GSM99556,GSE4412,GSE4412,5
GSM99558,GSE4412,GSE4412,5
GSM99560,GSE4412,GSE4412,5
GSM99562,GSE4412,GSE4412,5
GSM99564,GSE4412,GSE4412,5
GSM99572,GSE4412,GSE4412,5
GSM99576,GSE4412,GSE4412,5
GSM99578,GSE4412,GSE4412,5
GSM99580,GSE4412,GSE4412,5
GSM99582,GSE4412,GSE4412,5
GSM99584,GSE4412,GSE4412,5
GSM99586,GSE4412,GSE4412,5
GSM99588,GSE4412,GSE4412,5
GSM99590,GSE4412,GSE4412,5
GSM1061661,GSE43378,GSE43378,6
GSM1061662,GSE43378,GSE43378,6
GSM1061663,GSE43378,GSE43378,6
GSM1061664,GSE43378,GSE43378,6
GSM1061665,GSE43378,GSE43378,6
GSM1061666,GSE43378,GSE43378,6
GSM1061667,GSE43378,GSE43378,6
GSM1061668,GSE43378,GSE43378,6
GSM1061669,GSE43378,GSE43378,6
GSM1061670,GSE43378,GSE43378,6
GSM1061671,GSE43378,GSE43378,6
GSM1061672,GSE43378,GSE43378,6
GSM1061673,GSE43378,GSE43378,6
GSM1061674,GSE43378,GSE43378,6
GSM1061675,GSE43378,GSE43378,6
GSM1061676,GSE43378,GSE43378,6
GSM1061677,GSE43378,GSE43378,6
GSM1061678,GSE43378,GSE43378,6
GSM1061679,GSE43378,GSE43378,6
GSM1061680,GSE43378,GSE43378,6
GSM1061681,GSE43378,GSE43378,6
GSM1061682,GSE43378,GSE43378,6
GSM1061683,GSE43378,GSE43378,6
GSM1061684,GSE43378,GSE43378,6
GSM1061685,GSE43378,GSE43378,6
GSM1061686,GSE43378,GSE43378,6
GSM1061687,GSE43378,GSE43378,6
GSM1061688,GSE43378,GSE43378,6
GSM1061689,GSE43378,GSE43378,6
GSM1061690,GSE43378,GSE43378,6
GSM1061691,GSE43378,GSE43378,6
GSM1061692,GSE43378,GSE43378,6
GSM1061693,GSE43378,GSE43378,6
GSM1061694,GSE43378,GSE43378,6
GSM1061695,GSE43378,GSE43378,6
GSM1061696,GSE43378,GSE43378,6
GSM1061697,GSE43378,GSE43378,6
GSM1061698,GSE43378,GSE43378,6
GSM1061699,GSE43378,GSE43378,6
GSM1061700,GSE43378,GSE43378,6
GSM1061701,GSE43378,GSE43378,6
GSM1061702,GSE43378,GSE43378,6
GSM1061703,GSE43378,GSE43378,6
GSM1061704,GSE43378,GSE43378,6
GSM1061705,GSE43378,GSE43378,6
GSM1061706,GSE43378,GSE43378,6
GSM1061707,GSE43378,GSE43378,6
GSM1061708,GSE43378,GSE43378,6
GSM1061709,GSE43378,GSE43378,6
GSM1061710,GSE43378,GSE43378,6
GSM187153,GSE7696,GSE7696,7
GSM187154,GSE7696,GSE7696,7
GSM187155,GSE7696,GSE7696,7
GSM187157,GSE7696,GSE7696,7
GSM187158,GSE7696,GSE7696,7
GSM187159,GSE7696,GSE7696,7
GSM187160,GSE7696,GSE7696,7
GSM187161,GSE7696,GSE7696,7
GSM187162,GSE7696,GSE7696,7
GSM187163,GSE7696,GSE7696,7
GSM187164,GSE7696,GSE7696,7
GSM187165,GSE7696,GSE7696,7
GSM187166,GSE7696,GSE7696,7
GSM187167,GSE7696,GSE7696,7
GSM187168,GSE7696,GSE7696,7
GSM187169,GSE7696,GSE7696,7
GSM187171,GSE7696,GSE7696,7
GSM187172,GSE7696,GSE7696,7
GSM187174,GSE7696,GSE7696,7
GSM187175,GSE7696,GSE7696,7
GSM187176,GSE7696,GSE7696,7
GSM187177,GSE7696,GSE7696,7
GSM187178,GSE7696,GSE7696,7
GSM187179,GSE7696,GSE7696,7
GSM187181,GSE7696,GSE7696,7
GSM187182,GSE7696,GSE7696,7
GSM187183,GSE7696,GSE7696,7
GSM187184,GSE7696,GSE7696,7
GSM187185,GSE7696,GSE7696,7
GSM187186,GSE7696,GSE7696,7
GSM187187,GSE7696,GSE7696,7
GSM187188,GSE7696,GSE7696,7
GSM187189,GSE7696,GSE7696,7
GSM187190,GSE7696,GSE7696,7
GSM187191,GSE7696,GSE7696,7
GSM187192,GSE7696,GSE7696,7
GSM187193,GSE7696,GSE7696,7
GSM187194,GSE7696,GSE7696,7
GSM187195,GSE7696,GSE7696,7
GSM187196,GSE7696,GSE7696,7
GSM187197,GSE7696,GSE7696,7
GSM187198,GSE7696,GSE7696,7
GSM187199,GSE7696,GSE7696,7
GSM187200,GSE7696,GSE7696,7
GSM187201,GSE7696,GSE7696,7
GSM187202,GSE7696,GSE7696,7
GSM187203,GSE7696,GSE7696,7
GSM187204,GSE7696,GSE7696,7
GSM187205,GSE7696,GSE7696,7
GSM187206,GSE7696,GSE7696,7
GSM187207,GSE7696,GSE7696,7
GSM187208,GSE7696,GSE7696,7
GSM187209,GSE7696,GSE7696,7
GSM187210,GSE7696,GSE7696,7
GSM187211,GSE7696,GSE7696,7
GSM187212,GSE7696,GSE7696,7
GSM187213,GSE7696,GSE7696,7
GSM187214,GSE7696,GSE7696,7
GSM187215,GSE7696,GSE7696,7
GSM187216,GSE7696,GSE7696,7
GSM187217,GSE7696,GSE7696,7
GSM187218,GSE7696,GSE7696,7
GSM187219,GSE7696,GSE7696,7
GSM187220,GSE7696,GSE7696,7
GSM187221,GSE7696,GSE7696,7
GSM187222,GSE7696,GSE7696,7
GSM187223,GSE7696,GSE7696,7
GSM187224,GSE7696,GSE7696,7
