id	HR	HR.95L	HR.95H	pvalue
Primary	0.327856363024968	0.244767700845917	0.439150240838456	7.51741717157469e-14
Recurrent	2.08162994271108	1.49115135897224	2.90593117346447	1.65207464923114e-05
Grade	2.77643880792471	2.29034443827679	3.36570007782331	2.50664657057986e-25
Gender	1.01310975481085	0.765147692357598	1.34142909342164	0.927540763779306
Age	1.02987241994716	1.01667898072123	1.04323707038321	7.66079944316642e-06
IDH_mutation_status	0.361898190135979	0.271435255590825	0.482510275751092	4.33942351713968e-12
MGMTp_methylation_status	0.846850403085764	0.643777696587367	1.11398019690357	0.234700445127664
riskScore	2.11067231931685	1.83068433694239	2.43348214087579	8.00976119285082e-25
